Facility name,Username,Channel id,Channel name,Content id,Content title,Time of first interaction,Time of last interaction,Time of completion,Time Spent (sec),Progress (0-1),Content kind
Associação PiPA,oLucasBastos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-07-10 10:45:57.630000+00:00,2021-07-10 10:45:59.355000+00:00,,1.5,0.0493,document
Associação PiPA,GiovannaDonatelli,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,7d93f1a0799b5c2597844e5e1bea1340,Curiosidades Matemáticas: O porquê da regra da divisibilidade por 3,2021-07-10 10:52:24.547000+00:00,2021-07-10 10:56:24.418000+00:00,,238.0,0.9455,video
Associação PiPA,GiovannaDonatelli,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,99d65f358f695bfd856e2a338cb3ea14,Para Saber Mais!: Reconhecimento de Números Primos e Compostos,2021-07-10 10:56:32.120000+00:00,2021-07-10 10:56:38.163000+00:00,,4.7,0.0134,video
Associação PiPA,Caiovini,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,ba90ebf879ee4e2f85d9d10407bbfa7e,Desvendando Os Mistérios,2021-07-10 11:11:09.678000+00:00,2021-07-10 11:11:26.257000+00:00,,16.3,0.0127,video
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,3a5b732ab45a44e8b9dda71b38bd5799,Artefato Detectado,2021-07-10 11:13:20.264000+00:00,2021-07-10 11:13:36.427000+00:00,,14.9,0.4959,document
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,12cc02e97c934363acb0e6ce9ad324c2,Desvendando Os Mistérios,2021-07-10 11:13:41.990000+00:00,2021-07-10 11:18:48.936000+00:00,,260.0,0.7217,video
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,db4a598910934bb985f05d514a490edb,Vídeo-Aula: Segregação SocioEspacial - Parte 1,2021-07-10 11:18:55.547000+00:00,2021-07-10 11:19:22.814000+00:00,,26.4,0.0000,video
,,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,775dec1011de485dbbc1764ce4cfbc04,Videoaula: Os Múltiplos,2021-07-10 11:27:01.503000+00:00,2021-07-10 11:27:33.722000+00:00,,0.0,0.0000,video
,,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-07-10 11:27:38.175000+00:00,2021-07-10 11:27:38.175000+00:00,,0.0,0.0000,document
,,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,775dec1011de485dbbc1764ce4cfbc04,Videoaula: Os Múltiplos,2021-07-10 11:27:41.452000+00:00,2021-07-10 11:32:44.321000+00:00,,300.8,0.0017,video
Associação PiPA,SaraLana,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 11:54:57.296000+00:00,2021-07-10 12:00:57.826000+00:00,,316.7,0.9592,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 11:55:49.076000+00:00,2021-07-10 12:02:41.453000+00:00,,388.3,1.0000,video
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 11:56:12.603000+00:00,2021-07-10 12:01:33.985000+00:00,,310.1,0.9963,video
Associação PiPA,JoiceLuzApazaCruz,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 11:57:01.998000+00:00,2021-07-10 12:00:57.189000+00:00,,205.4,0.6671,video
,,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,775dec1011de485dbbc1764ce4cfbc04,Videoaula: Os Múltiplos,2021-07-10 11:57:37.721000+00:00,2021-07-10 11:57:37.721000+00:00,,0.0,0.0000,video
Associação PiPA,LorenaMelo,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 11:57:41.706000+00:00,2021-07-10 12:01:04.835000+00:00,,201.5,0.8523,video
Associação PiPA,vanessa_santos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 11:58:04.198000+00:00,2021-07-10 12:04:14.801000+00:00,,335.6,0.9300,video
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 11:58:08.274000+00:00,2021-07-10 12:01:29.699000+00:00,,199.7,1.0000,video
,,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,775dec1011de485dbbc1764ce4cfbc04,Videoaula: Os Múltiplos,2021-07-10 11:59:06.291000+00:00,2021-07-10 11:59:39.221000+00:00,,0.0,0.0000,video
Associação PiPA,SaraLana,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-07-10 12:01:01.365000+00:00,2021-07-10 12:03:57.966000+00:00,,174.8,0.8796,video
Associação PiPA,LorenaMelo,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:01:04.879000+00:00,2021-07-10 12:01:39.138000+00:00,,23.4,0.7811,document
Associação PiPA,JoiceLuzApazaCruz,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 12:01:17.534000+00:00,2021-07-10 12:04:55.444000+00:00,,216.8,0.8891,video
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:01:32.563000+00:00,2021-07-10 12:01:46.907000+00:00,,13.5,0.4476,document
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:01:34.105000+00:00,2021-07-10 12:02:07.631000+00:00,,32.6,1.0000,document
Associação PiPA,LorenaMelo,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-07-10 12:01:39.164000+00:00,2021-07-10 12:03:55.738000+00:00,,135.7,0.8088,video
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:01:50.680000+00:00,2021-07-10 12:02:24.876000+00:00,,33.6,1.0000,document
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-07-10 12:02:11.749000+00:00,2021-07-10 12:06:22.786000+00:00,,231.2,0.0622,video
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-07-10 12:02:29.261000+00:00,2021-07-10 12:05:27.141000+00:00,,175.3,1.0000,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:02:41.503000+00:00,2021-07-10 12:03:34.110000+00:00,,52.0,1.0000,document
Associação PiPA,Lucastavares,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 12:03:31.281000+00:00,2021-07-10 12:08:37.543000+00:00,,299.2,1.0000,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-07-10 12:03:34.125000+00:00,2021-07-10 12:07:44.337000+00:00,,248.5,1.0000,video
Associação PiPA,LorenaMelo,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-07-10 12:03:55.777000+00:00,2021-07-10 12:04:06.240000+00:00,,10.0,0.0000,document
Associação PiPA,vanessa_santos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-07-10 12:04:20.692000+00:00,2021-07-10 12:08:33.609000+00:00,,248.0,0.9832,video
Associação PiPA,LorenaMelo,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,4125da5146584b44808c7f2b354ea5b9,Vídeo-aula: Registros da História,2021-07-10 12:04:32.327000+00:00,2021-07-10 12:07:07.752000+00:00,,154.4,0.8004,video
Associação PiPA,SaraLana,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,4125da5146584b44808c7f2b354ea5b9,Vídeo-aula: Registros da História,2021-07-10 12:04:48.269000+00:00,2021-07-10 12:08:03.127000+00:00,,190.3,0.8184,video
Associação PiPA,JoiceLuzApazaCruz,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-07-10 12:04:59.169000+00:00,2021-07-10 12:07:45.465000+00:00,,156.9,0.7699,video
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-07-10 12:05:30.283000+00:00,2021-07-10 12:06:16.210000+00:00,,44.8,1.0000,document
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:06:25.196000+00:00,2021-07-10 12:06:27.362000+00:00,,1.5,0.0486,document
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,4125da5146584b44808c7f2b354ea5b9,Vídeo-aula: Registros da História,2021-07-10 12:06:28.755000+00:00,2021-07-10 12:10:04.908000+00:00,,204.3,1.0000,video
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:06:30.783000+00:00,2021-07-10 12:07:04.650000+00:00,,33.0,1.0000,document
Associação PiPA,LorenaMelo,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,55ff5fb5c2ef48e88d58c131d25dbb0a,Para Saber Mais!: Registros da História,2021-07-10 12:07:07.799000+00:00,2021-07-10 12:07:20.860000+00:00,,12.5,0.4143,document
Associação PiPA,LorenaMelo,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:07:20.875000+00:00,2021-07-10 12:10:16.660000+00:00,,175.5,0.9508,video
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,4125da5146584b44808c7f2b354ea5b9,Vídeo-aula: Registros da História,2021-07-10 12:07:26.262000+00:00,2021-07-10 12:21:26.834000+00:00,,818.2,0.5238,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-07-10 12:07:44.391000+00:00,2021-07-10 12:08:39.537000+00:00,,54.8,1.0000,document
Associação PiPA,SaraLana,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:08:06.427000+00:00,2021-07-10 13:39:29.578000+00:00,,5463.3,1.0000,video
Associação PiPA,JoiceLuzApazaCruz,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,4125da5146584b44808c7f2b354ea5b9,Vídeo-aula: Registros da História,2021-07-10 12:08:12.612000+00:00,2021-07-10 12:11:38.204000+00:00,,194.8,0.8402,video
Associação PiPA,vanessa_santos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:08:36.447000+00:00,2021-07-10 12:08:57.284000+00:00,,16.1,0.5370,document
Associação PiPA,Lucastavares,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:08:37.617000+00:00,2021-07-10 12:08:39.391000+00:00,,0.9,0.0297,document
Associação PiPA,Lucastavares,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-07-10 12:08:39.416000+00:00,2021-07-10 12:16:29.497000+00:00,,465.6,1.0000,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-07-10 12:08:39.554000+00:00,2021-07-10 12:08:39.554000+00:00,,0.0,0.0000,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:08:40.831000+00:00,2021-07-10 12:08:40.831000+00:00,,0.0,0.0000,document
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 12:08:41.749000+00:00,2021-07-10 12:08:43.203000+00:00,,1.2,0.0000,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-07-10 12:08:57.082000+00:00,2021-07-10 12:08:58.572000+00:00,,1.1,0.0000,video
Associação PiPA,vanessa_santos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:09:00.192000+00:00,2021-07-10 12:09:33.772000+00:00,,33.3,1.0000,document
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,4125da5146584b44808c7f2b354ea5b9,Vídeo-aula: Registros da História,2021-07-10 12:09:07.168000+00:00,2021-07-10 12:13:58.682000+00:00,,287.6,1.0000,video
Associação PiPA,vanessa_santos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:09:36.418000+00:00,2021-07-10 12:09:38.136000+00:00,,1.4,0.0475,document
Associação PiPA,vanessa_santos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:09:40.236000+00:00,2021-07-10 12:10:19.004000+00:00,,38.5,1.0000,document
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:10:08.920000+00:00,2021-07-10 12:10:11.107000+00:00,,1.5,0.0000,video
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,55ff5fb5c2ef48e88d58c131d25dbb0a,Para Saber Mais!: Registros da História,2021-07-10 12:10:13.490000+00:00,2021-07-10 12:10:18.156000+00:00,,3.9,0.1300,document
Associação PiPA,LorenaMelo,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,bb456f01a09e4ec2a6434e1a66da2219,Para Saber Mais!: Caçadores-Coletores,2021-07-10 12:10:16.704000+00:00,2021-07-10 12:10:20.212000+00:00,,3.0,0.0000,document
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,55ff5fb5c2ef48e88d58c131d25dbb0a,Para Saber Mais!: Registros da História,2021-07-10 12:10:20.048000+00:00,2021-07-10 12:10:54.354000+00:00,,33.7,1.0000,document
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:10:57.097000+00:00,2021-07-10 12:14:29.588000+00:00,,203.5,1.0000,video
Associação PiPA,vanessa_santos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,4125da5146584b44808c7f2b354ea5b9,Vídeo-aula: Registros da História,2021-07-10 12:10:58.097000+00:00,2021-07-10 12:19:46.324000+00:00,,476.7,0.9102,video
Associação PiPA,JoiceLuzApazaCruz,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:11:44.408000+00:00,2021-07-10 12:14:35.531000+00:00,,170.2,0.7562,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,55ff5fb5c2ef48e88d58c131d25dbb0a,Para Saber Mais!: Registros da História,2021-07-10 12:13:58.736000+00:00,2021-07-10 12:14:55.086000+00:00,,55.8,1.0000,document
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,bb456f01a09e4ec2a6434e1a66da2219,Para Saber Mais!: Caçadores-Coletores,2021-07-10 12:14:32.924000+00:00,2021-07-10 12:14:50.870000+00:00,,17.3,0.5744,document
Associação PiPA,JoiceLuzApazaCruz,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:14:40.374000+00:00,2021-07-10 12:14:44.748000+00:00,,3.4,0.0000,video
Associação PiPA,Evelyn,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,bb456f01a09e4ec2a6434e1a66da2219,Para Saber Mais!: Caçadores-Coletores,2021-07-10 12:14:52.502000+00:00,2021-07-10 12:15:25.473000+00:00,,32.4,1.0000,document
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:14:55.104000+00:00,2021-07-10 12:19:38.260000+00:00,,279.2,1.0000,video
Associação PiPA,SarahRamos23,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:16:16.396000+00:00,2021-07-10 12:16:20.104000+00:00,,2.5,0.0824,document
Associação PiPA,SarahRamos23,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:16:34.630000+00:00,2021-07-10 12:16:43.857000+00:00,,8.5,0.2839,document
Associação PiPA,SarahRamos23,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,55ff5fb5c2ef48e88d58c131d25dbb0a,Para Saber Mais!: Registros da História,2021-07-10 12:16:53.907000+00:00,2021-07-10 12:16:53.907000+00:00,,0.0,0.0000,document
Associação PiPA,Lucastavares,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-07-10 12:16:56.168000+00:00,2021-07-10 12:17:29.224000+00:00,,32.5,1.0000,document
Associação PiPA,Lucastavares,bf9b07afdcaa4d479b12b08045924ba0,Linguagens - Preparando o Futuro,b775ec15683356a282f5512135ca9c87,Variação linguística: modos de falar,2021-07-10 12:17:45.499000+00:00,2021-07-10 12:17:53.551000+00:00,,7.5,0.0000,video
Associação PiPA,Lucastavares,bf9b07afdcaa4d479b12b08045924ba0,Linguagens - Preparando o Futuro,b775ec15683356a282f5512135ca9c87,Variação linguística: modos de falar,2021-07-10 12:18:31.801000+00:00,2021-07-10 12:26:54.250000+00:00,,500.2,0.9201,video
Associação PiPA,Pedro_todoroki,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,775dec1011de485dbbc1764ce4cfbc04,Videoaula: Os Múltiplos,2021-07-10 12:19:04.718000+00:00,2021-07-10 12:20:08.376000+00:00,,0.0,0.0000,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,bb456f01a09e4ec2a6434e1a66da2219,Para Saber Mais!: Caçadores-Coletores,2021-07-10 12:19:38.319000+00:00,2021-07-10 12:20:33.593000+00:00,,54.9,1.0000,document
Associação PiPA,vanessa_santos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:19:51.402000+00:00,2021-07-10 12:28:32.235000+00:00,,400.3,1.0000,video
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,4125da5146584b44808c7f2b354ea5b9,Vídeo-aula: Registros da História,2021-07-10 12:21:59.546000+00:00,2021-07-10 12:24:10.273000+00:00,,124.7,0.4342,video
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,55ff5fb5c2ef48e88d58c131d25dbb0a,Para Saber Mais!: Registros da História,2021-07-10 12:24:10.434000+00:00,2021-07-10 12:24:22.680000+00:00,,11.2,0.3721,document
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:24:22.756000+00:00,2021-07-10 12:28:51.665000+00:00,,256.7,0.9101,video
Associação PiPA,vanessa_santos,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,199ede9ad5c94d9088a137a5592a1617,Vídeo-Aula: Caçadores-coletores,2021-07-10 12:28:35.461000+00:00,2021-07-10 12:28:35.461000+00:00,,0.0,0.0000,video
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,bb456f01a09e4ec2a6434e1a66da2219,Para Saber Mais!: Caçadores-Coletores,2021-07-10 12:28:51.769000+00:00,2021-07-10 12:28:57.236000+00:00,,4.8,0.1579,document
Associação PiPA,Stephannybarbosa,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,55ff5fb5c2ef48e88d58c131d25dbb0a,Para Saber Mais!: Registros da História,2021-07-10 12:29:00.632000+00:00,2021-07-10 12:29:36.300000+00:00,,34.9,1.0000,document
Associação PiPA,evelynmarinho,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,73e7f17691434cc087fc574fba2fbb7c,Navegação Plataforma,2021-07-10 12:32:07.023000+00:00,2021-07-10 12:49:08.784000+00:00,,996.5,0.0508,video
Associação PiPA,Anaju,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,775dec1011de485dbbc1764ce4cfbc04,Videoaula: Os Múltiplos,2021-07-10 12:36:54.082000+00:00,2021-07-10 12:36:54.082000+00:00,,0.0,0.0000,video
Associação PiPA,Anagodoy,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,775dec1011de485dbbc1764ce4cfbc04,Videoaula: Os Múltiplos,2021-07-10 12:37:24.986000+00:00,2021-07-10 12:37:30.899000+00:00,,3.9,0.0060,video
Associação PiPA,gabriellyy,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,73e7f17691434cc087fc574fba2fbb7c,Navegação Plataforma,2021-07-10 12:37:48.525000+00:00,2021-07-10 12:37:53.689000+00:00,,4.4,0.0033,video
Associação PiPA,gabriellyy,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,73e7f17691434cc087fc574fba2fbb7c,Navegação Plataforma,2021-07-10 12:42:47.544000+00:00,2021-07-10 12:49:16.064000+00:00,,388.3,0.0030,video
Associação PiPA,JoiceLuzApazaCruz,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,4125da5146584b44808c7f2b354ea5b9,Vídeo-aula: Registros da História,2021-07-10 12:47:28.725000+00:00,2021-07-10 13:00:31.066000+00:00,,768.9,0.1189,video
,,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,7518e3697f59452ea3441453e82390da,Biomas Brasileiros,2021-07-10 15:07:10.734000+00:00,2021-07-10 15:07:10.734000+00:00,,0.0,0.0000,html5
Associação PiPA,Kartinei,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,73e7f17691434cc087fc574fba2fbb7c,Navegação Plataforma,2021-07-10 15:36:34.206000+00:00,2021-07-10 15:36:45.166000+00:00,,9.8,0.0193,video
Associação PiPA,Kartinei,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-07-10 15:37:53.998000+00:00,2021-07-10 15:38:15.294000+00:00,,20.4,0.3399,document
Associação PiPA,Kartinei,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-07-10 15:38:22.953000+00:00,2021-07-10 15:38:58.609000+00:00,,35.0,0.0364,document
Associação PiPA,Kartinei,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,e2ede6397b8a4a7fa2b9019e3cd3ae28,Para Aprender Mais!: Múltiplos de um Número,2021-07-10 15:39:01.017000+00:00,2021-07-10 15:39:06.001000+00:00,,4.3,0.1422,document
